annotator_nationalities,annotator_regions,annotator_understood_languages,data_point_nationality,data_point_attribute,data_point_language,stereotype_score,new_association
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Croatia,playas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Greece,playas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Philippines,playas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Mexico,playas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,siesta,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,felicidad,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Bhutan,felicidad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Thailand,felicidad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,gastan más dinero,es,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Russia,gastan más dinero,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,suicidios,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Mexico,friendly,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Thailand,friendly,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Mexico,comida picante,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,comida de buena calidad,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Italy,comida de buena calidad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Greece,comida de buena calidad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",India,comida de buena calidad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Thailand,comida de buena calidad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Peru,comida de buena calidad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Norway,gastan más dinero,es,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Norway,black metal,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",France,torre eiffel,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",France,buena comida,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,believed that euthanasia is against religion,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Poland,believed that euthanasia is against religion,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,fast food,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Norway,better at managing money,en,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,better at managing money,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Andorra,better at managing money,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Finland,better at managing money,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Iceland,better at managing money,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Italy,enjoy cooking,en,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Italy,elegant people,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,camino de santiago,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Brazil,playas lindas,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Thailand,playas lindas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,playas lindas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Brazil,pobreza,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,andorra,es,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Andorra,andorra,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,comida muy rica,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,tortilla,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",France,tortilla,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,paella,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,friendly,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,madre patria de los países hispanohablantes,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,youtubers,es,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,gastan más dinero,es,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,ruidosos,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Morocco,ruidosos,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Italy,ruidosos,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Greece,ruidosos,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Switzerland,better at managing money,en,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Venezuela,comunistas,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Cuba,comunistas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,serios,es,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Germany,serios,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United Kingdom,serios,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Russia,serios,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,bonitas arquitecturas de sus iglesias,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Italy,bonitas arquitecturas de sus iglesias,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Russia,frío,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Iceland,frío,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Norway,frío,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,frío,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Finland,frío,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,comida rica,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Brazil,música y baile excepcionales,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,música y baile excepcionales,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,buen pescado,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,buen pescado,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,tecnología,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,buena comida,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Mexico,playas lindas,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Mexico,comida rica,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Colombia,playas,es,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Colombia,narcotráfico,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,asado,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Canada,there is a career for software developers,en,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,there is a career for software developers,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Canada,frío,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,enjoy cooking,en,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Italy,personas atractivas físicamente,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Brazil,personas atractivas físicamente,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,personas atractivas físicamente,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Peru,moneda estable,es,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Switzerland,moneda estable,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,apasionados,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Italy,apasionados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,serios,es,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,divertidos,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,there is a career for software developers,en,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,alegres,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,better at managing money,en,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Brazil,alegres,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Italy,tiene ciudades muy bellas,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,tiene ciudades muy bellas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",France,tiene ciudades muy bellas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,tienen un buen manejo del dinero,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Switzerland,tienen un buen manejo del dinero,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Singapore,tienen un buen manejo del dinero,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",China,quality education,en,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United Kingdom,quality education,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,quality education,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Germany,quality education,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,gritones,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,gritones,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Morocco,gritones,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Brazil,contraste entre pobreza y riqueza,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']","Micronesia, Fed. Sts.",poder tecnológico,es,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,poder tecnológico,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Germany,poder tecnológico,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Greece,dioses griegos,en,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Portugal,cristiano ronaldo,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,cristiano ronaldo,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Portugal,toallas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,youtubers,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Andorra,youtubers,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,creacionistas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,chistosos,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Switzerland,gastan más dinero,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Mexico,tacos,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Uruguay,asados,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,friendly,en,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Dominican Republic,buen clima,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,buen clima,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sri Lanka,buen clima,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Thailand,buen clima,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Indonesia,buen clima,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Dominican Republic,delincuencia,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Chile,pisco,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Paraguay,guaranies,es,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Kenya,deportistas,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Senegal,deportistas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Russia,deportistas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",China,deportistas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,buen porcentaje de personas descendientes de italianos,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,buen porcentaje de personas descendientes de italianos,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,has the best educational system,en,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Finland,has the best educational system,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,has the best educational system,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Colombia,ruidosos,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",South Korea,better at managing money,en,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Israel,believed that euthanasia is against religion,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Italy,friendly,en,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Venezuela,ruidosos,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Cambodia,parecido a tailandia,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Indonesia,parecido a tailandia,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Philippines,parecido a tailandia,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sri Lanka,parecido a tailandia,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Cambodia,guerra,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Peru,comida rica,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,there is a career for software developers,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Jamaica,alegres,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Jamaica,marihuana,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Central African Republic,la pobreza es común,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Congo Republic,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Bhutan,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",El Salvador,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Gambia,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",India,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Lesotho,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Niger,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Nigeria,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Somalia,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Zambia,la pobreza es común,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Central African Republic,hambre,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Switzerland,seguridad,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Iceland,seguridad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Singapore,seguridad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,seguridad,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",China,enjoy cooking,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Guatemala,tacos,es,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Dominican Republic,mucho turismo por sus playas,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,mucho turismo por sus playas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Thailand,mucho turismo por sus playas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Philippines,mucho turismo por sus playas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Greece,mucho turismo por sus playas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Cuba,mucho turismo por sus playas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Venezuela,dictadura,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Cuba,dictadura,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Russia,dictadura,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Ecuador,la pobreza es común,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Colombia,playas lindas,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,enjoy cooking,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Denmark,personas con la piel muy blanca,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,personas con la piel muy blanca,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United Kingdom,personas con la piel muy blanca,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Germany,personas con la piel muy blanca,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Denmark,cozy,en,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United Kingdom,has the best educational system,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,against euthanasia,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Türkiye,novelas turcas,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Türkiye,conflicto con el velo,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Norway,se caza mucho pescado,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,se caza mucho pescado,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Iceland,se caza mucho pescado,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,better at managing money,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Belgium,bonitas arquitecturas de sus iglesias,es,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,caro,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,caro,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Australia,caro,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Iceland,caro,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Singapore,caro,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Maldives,caro,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,buena música,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Thailand,barato para el turismo,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Morocco,barato para el turismo,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",India,barato para el turismo,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Chile,friendly,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Mexico,xenófobo,es,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Austria,xenófobo,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,xenófobo,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United Kingdom,xenófobo,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,enjoy cooking,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United Arab Emirates,habitan personas muy ricas,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Singapore,habitan personas muy ricas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Andorra,habitan personas muy ricas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United Arab Emirates,jeques árabes,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",China,desarrollo tecnológico,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Belgium,buenos recursos públicos,es,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Chile,el país más largo del mundo,es,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Uganda,abundante fauna,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Australia,mvxd,en,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Australia,buceo bonito,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Australia,m,en,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Australia,buceo bonito,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Brazil,grupientos,es,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Brazil,fiesteros,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,fiesteros,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Ecuador,subdesarrollados,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Afghanistan,subdesarrollados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Bangladesh,subdesarrollados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Chad,subdesarrollados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",El Salvador,subdesarrollados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Gambia,subdesarrollados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Colombia,subdesarrollados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Guatemala,subdesarrollados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Mali,subdesarrollados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Zambia,subdesarrollados,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Australia,better at managing money,en,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",DR Congo,la pobreza es común,es,5.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Bolivia,carnabal,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,friendly,en,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,democracia,es,5.0,True
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,charruas,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,tranquilos,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Germany,poder tecnológico,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,asados excelentes,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,cítricos,es,5.0,True
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Russia,serios,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,carne,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Albania,la pobreza es común,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Switzerland,universidad publica de calidad,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,asados,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",China,educación de buena calidad,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,gastan más dinero,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Greece,mucho turismo por sus playas,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Finland,quality education,en,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,cítricos,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,democracia,es,5.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Spain,tiene ciudades muy bellas,es,4.0,False
